County,Precinct,Kelly Mazeski,Amanda Howland,Sean Casten,Jennifer Zordani,Becky Anderson Wilkins,Ryan Huffman,Carole Cheney,Peter J. Roskam,Dem Turnout,Dem Percent
dupage,Wayne 32,16,15,18,7,1,4,11,83,10.572687224669604,46.45161290322581
dupage,Wayne 30,34,17,25,7,5,4,19,91,14.859437751004014,54.95049504950495
dupage,Downers Grove 38,13,4,23,19,9,1,16,75,11.140235910878113,53.125
dupage,Wayne 39,22,12,23,12,8,1,13,104,10.077519379844961,46.666666666666664
dupage,Lisle 9,19,10,17,4,6,2,9,51,8.55683269476373,56.779661016949156
dupage,Winfield 38,22,8,28,3,7,3,15,114,12.46376811594203,43.0
dupage,Winfield 39,32,7,20,3,5,5,18,110,13.677811550151976,45.0
dupage,Winfield 37,12,14,17,2,0,2,7,68,8.095952023988005,44.26229508196721
dupage,Winfield 30,24,6,19,3,8,3,14,84,11.827956989247312,47.82608695652174
dupage,Downers Grove 141,16,6,23,5,3,2,1,46,11.914893617021278,54.90196078431373
dupage,Downers Grove 140,25,7,42,3,7,2,10,79,15.238095238095239,54.85714285714286
dupage,Milton 79,16,11,25,2,4,1,17,102,9.189842805320435,42.69662921348314
dupage,Milton 78,16,10,34,2,4,1,15,45,12.424242424242424,64.56692913385827
dupage,Downers Grove 145,32,13,45,8,11,2,15,77,18.20809248554913,62.06896551724138
dupage,Downers Grove 147,8,3,14,7,6,1,16,53,11.802575107296137,50.92592592592593
dupage,Downers Grove 33,28,8,37,7,8,5,8,54,14.346590909090908,65.16129032258064
dupage,Milton 73,22,23,20,9,7,7,22,66,17.628205128205128,62.5
dupage,Downers Grove 148,14,8,44,1,2,1,5,63,14.231499051233396,54.347826086956516
dupage,Naperville 61,17,8,19,1,17,1,40,155,13.517060367454068,39.922480620155035
dupage,Milton 77,21,5,13,4,0,1,23,106,11.001642036124796,38.72832369942196
dupage,Milton 76,30,23,44,9,9,3,20,82,18.473895582329316,62.727272727272734
dupage,Milton 75,20,10,37,3,5,2,27,143,14.647887323943662,42.10526315789473
dupage,Milton 74,24,12,37,0,7,4,19,123,15.058479532163743,45.57522123893805
dupage,Downers Grove 31,30,13,49,7,9,2,20,87,14.541387024608502,59.907834101382484
dupage,Downers Grove 36,21,3,144,2,11,0,18,137,21.560130010834236,59.226190476190474
dupage,Lisle 7,22,10,18,2,6,2,15,75,11.811023622047244,50.0
dupage,Downers Grove 34,37,9,97,6,18,1,24,95,24.242424242424242,66.89895470383276
dupage,Bloomingdale 80,14,7,13,2,5,4,8,69,8.70279146141215,43.44262295081967
dupage,Bloomingdale 89,12,7,14,1,3,5,17,77,9.609120521172638,43.38235294117647
dupage,Bloomingdale 18,35,13,23,3,2,3,11,59,14.516129032258066,60.40268456375839
dupage,Downers Grove 98,25,8,47,5,4,2,5,95,13.223140495867769,50.26178010471204
dupage,Downers Grove 94,32,11,68,9,16,1,20,100,17.700112739571587,61.08949416342413
dupage,Downers Grove 96,28,8,78,4,13,2,19,60,21.8077474892396,71.69811320754717
dupage,Downers Grove 97,38,16,37,8,6,3,14,81,17.42857142857143,60.09852216748769
dupage,Downers Grove 92,23,13,51,2,4,5,13,82,18.5,57.51295336787565
dupage,Naperville 96,3,1,11,3,14,2,12,40,13.372093023255813,53.48837209302325
dupage,Naperville 95,10,5,25,3,32,3,30,71,17.792421746293247,60.33519553072626
dupage,Downers Grove 61,31,11,43,17,2,2,19,120,13.842746400885936,51.02040816326531
dupage,Downers Grove 63,23,12,29,6,12,1,9,60,14.959349593495935,60.526315789473685
dupage,Downers Grove 65,18,10,61,1,20,2,21,98,16.562889165628892,57.57575757575758
dupage,Downers Grove 64,27,11,56,4,6,1,13,129,15.485564304461944,47.77327935222672
dupage,Downers Grove 67,23,7,13,2,3,5,13,46,13.333333333333334,58.92857142857143
dupage,Downers Grove 66,16,8,15,4,4,1,18,87,10.015174506828528,43.13725490196079
dupage,Downers Grove 69,22,4,19,6,4,5,14,55,11.580594679186229,57.36434108527132
dupage,York 56,35,20,26,10,7,1,15,61,10.836501901140684,65.14285714285715
dupage,Milton 20,14,8,26,0,8,3,13,98,9.30232558139535,42.35294117647059
dupage,Milton 21,14,5,63,4,3,1,15,48,20.792079207920793,68.62745098039215
dupage,Milton 22,23,13,27,1,6,7,20,103,14.652567975830816,48.5
dupage,Milton 23,29,4,22,5,2,1,46,122,13.357843137254902,47.18614718614719
dupage,Milton 24,30,15,31,5,3,2,20,55,16.307692307692307,65.83850931677019
dupage,Milton 25,23,4,38,1,4,1,22,151,11.938382541720154,38.114754098360656
dupage,Milton 26,26,18,12,4,3,5,13,63,8.419958419958421,56.25
dupage,Milton 27,26,14,45,3,4,3,36,66,19.37869822485207,66.49746192893402
dupage,Milton 28,16,12,11,3,9,0,20,100,11.198738170347003,41.52046783625731
dupage,Milton 29,16,15,35,0,2,3,11,79,14.882032667876588,50.931677018633536
dupage,Milton 64,13,6,57,3,5,1,26,59,17.78846153846154,65.29411764705883
dupage,Naperville 26,9,3,26,0,29,0,16,46,17.291666666666668,64.34108527131784
dupage,Naperville 22,15,12,19,2,22,0,19,58,13.464447806354011,60.544217687074834
dupage,Lisle 32,18,2,27,4,7,2,19,45,10.128205128205128,63.70967741935484
dupage,Lisle 31,17,12,27,2,37,2,37,102,18.132611637347768,56.779661016949156
dupage,Downers Grove 109,20,8,23,2,13,1,11,101,13.175675675675674,43.575418994413404
dupage,Lisle 37,18,7,22,1,31,1,18,94,13.61111111111111,51.041666666666664
dupage,Downers Grove 105,31,16,58,11,16,10,20,85,17.400644468313644,65.58704453441295
dupage,Lisle 38,28,13,38,1,22,5,15,79,15.269086357947433,60.69651741293532
dupage,Downers Grove 106,30,7,21,1,7,2,12,91,11.477761836441895,46.783625730994146
dupage,Downers Grove 103,21,9,41,9,3,3,12,83,13.687150837988826,54.14364640883977
dupage,Downers Grove 102,22,8,19,4,7,1,4,91,10.8153078202995,41.66666666666667
dupage,Wayne 48,35,7,15,2,0,1,10,149,8.177570093457943,31.963470319634702
dupage,Wayne 49,19,12,17,3,6,6,8,89,8.765432098765432,44.375
dupage,Wayne 46,20,14,16,3,0,6,5,61,9.696969696969697,51.2
dupage,Wayne 47,10,5,8,4,5,0,5,36,6.59536541889483,50.68493150684932
dupage,Wayne 44,18,10,18,4,5,3,7,62,11.58645276292335,51.181102362204726
dupage,Wayne 42,12,9,26,5,7,6,13,58,10.038610038610038,57.35294117647059
dupage,Wayne 43,14,7,7,3,2,1,14,55,9.73630831643002,46.601941747572816
dupage,Wayne 40,33,16,21,5,3,3,9,79,13.024602026049203,53.25443786982249
dupage,Milton 9,19,6,34,5,2,2,30,90,19.444444444444446,52.12765957446809
dupage,Milton 8,21,17,44,2,7,2,26,121,17.073170731707318,49.583333333333336
dupage,Milton 1,18,15,42,2,5,1,25,83,16.848673946957877,56.54450261780105
dupage,Milton 3,11,2,15,1,3,0,21,94,8.952702702702704,36.054421768707485
dupage,Milton 2,17,6,47,7,8,4,41,88,17.402945113788487,59.63302752293578
dupage,Milton 5,20,3,14,4,2,4,2,84,10.79295154185022,36.84210526315789
dupage,Milton 4,12,7,22,1,7,0,9,115,10.469314079422382,33.52601156069364
dupage,Milton 7,12,15,34,3,4,3,28,103,15.639810426540285,49.00990099009901
dupage,Milton 6,12,11,68,5,2,3,33,64,20.970266040688575,67.67676767676768
dupage,Milton 108,21,11,26,2,2,6,25,80,14.263803680981596,53.75722543352601
dupage,Milton 109,18,4,24,1,5,4,22,148,11.711711711711711,34.51327433628318
dupage,Winfield 41,7,2,8,0,6,4,9,44,8.75912408759124,45.0
dupage,Winfield 40,15,2,23,5,3,3,9,44,10.526315789473683,57.692307692307686
dupage,Milton 102,16,6,9,1,1,1,17,122,9.123434704830053,29.47976878612717
dupage,Milton 100,11,11,23,2,5,1,18,84,8.669108669108669,45.806451612903224
dupage,Milton 106,10,8,23,6,5,1,19,145,10.843373493975903,33.17972350230415
dupage,Milton 107,11,8,24,2,6,1,23,134,11.160714285714286,35.88516746411483
dupage,Milton 104,18,11,27,3,7,2,9,58,9.871794871794872,57.03703703703704
dupage,Milton 105,19,6,30,1,6,5,21,55,21.307506053268767,61.53846153846154
dupage,Downers Grove 107,18,11,32,2,10,6,23,113,12.530712530712531,47.44186046511628
dupage,Bloomingdale 58,28,10,35,5,5,11,15,83,13.32518337408313,56.770833333333336
dupage,Downers Grove 59,54,26,82,9,5,6,52,9,31.07569721115538,96.29629629629629
dupage,York 131,10,2,6,0,2,1,5,14,8.695652173913043,65.0
dupage,Downers Grove 51,15,12,108,6,11,4,22,67,24.184782608695652,72.6530612244898
dupage,Downers Grove 52,24,11,55,2,9,1,20,112,18.711656441717793,52.13675213675214
dupage,Downers Grove 53,24,8,66,1,18,4,26,104,20.55944055944056,58.56573705179283
dupage,Downers Grove 54,27,8,45,2,5,1,13,79,19.423076923076923,56.111111111111114
dupage,Downers Grove 55,7,6,50,5,2,0,11,66,13.192182410423452,55.10204081632652
dupage,Downers Grove 56,19,12,26,3,6,2,11,63,15.310077519379844,55.633802816901415
dupage,Downers Grove 57,34,12,33,3,5,8,14,75,15.866084425036389,59.2391304347826
dupage,Downers Grove 29,43,13,44,5,6,6,24,115,15.914221218961625,55.078125
dupage,Downers Grove 28,18,2,46,3,4,1,7,93,14.0625,46.55172413793103
dupage,Downers Grove 27,19,10,26,3,6,0,8,69,13.740458015267176,51.06382978723404
dupage,Downers Grove 26,40,23,95,4,11,2,11,118,23.694267515923567,61.18421052631579
dupage,Downers Grove 21,36,5,58,14,5,2,20,88,17.971758664955072,61.40350877192983
dupage,Downers Grove 20,32,15,70,2,13,0,11,75,24.03361344537815,65.59633027522935
dupage,Lisle 126,9,3,9,2,10,0,18,65,10.759493670886076,43.96551724137931
dupage,Milton 19,32,10,36,0,5,6,23,103,15.819209039548024,52.093023255813954
dupage,Milton 18,27,13,23,3,4,8,26,130,13.648293963254593,44.44444444444444
dupage,Milton 11,14,10,44,4,12,1,19,72,16.693418940609952,59.09090909090909
dupage,Milton 10,24,8,62,5,7,2,25,70,19.703703703703702,65.51724137931035
dupage,Milton 13,16,12,37,0,3,1,33,77,18.37837837837838,56.98324022346368
dupage,Milton 12,21,10,51,2,4,2,24,47,18.81188118811881,70.80745341614907
dupage,Milton 15,21,8,44,2,6,1,28,87,17.684887459807076,55.83756345177665
dupage,Milton 14,16,4,42,3,1,0,13,93,13.299663299663301,45.93023255813954
dupage,Milton 17,22,10,24,4,4,0,11,66,13.274336283185843,53.191489361702125
dupage,Milton 16,28,9,49,3,6,3,27,78,17.482517482517483,61.57635467980296
dupage,Lisle 95,11,2,8,1,17,2,21,96,9.612403100775193,39.24050632911392
dupage,Lisle 91,36,11,26,8,29,2,19,89,16.457286432160803,59.54545454545455
dupage,Lisle 92,13,5,18,6,15,1,8,25,12.941176470588237,72.52747252747253
dupage,Lisle 68,9,5,15,1,18,0,16,45,17.2972972972973,58.71559633027523
dupage,Downers Grove 151,17,3,27,3,1,0,12,68,12.092130518234164,48.091603053435115
dupage,Milton 68,26,8,44,3,8,3,30,80,17.732558139534884,60.396039603960396
dupage,Milton 69,26,5,62,6,7,8,32,79,25.932504440497333,64.88888888888889
dupage,Downers Grove 154,25,8,12,4,3,1,6,64,10.332749562171628,47.96747967479675
dupage,Lisle 61,12,5,20,2,13,2,7,41,14.319248826291082,59.80392156862745
dupage,Milton 65,21,11,24,0,3,3,24,128,13.65079365079365,40.18691588785047
dupage,Milton 66,27,15,70,0,5,1,29,93,17.583732057416267,61.25000000000001
dupage,Milton 67,24,8,39,1,3,3,16,74,17.735849056603772,55.952380952380956
dupage,Milton 60,14,16,29,1,4,4,12,49,16.161616161616163,62.01550387596899
dupage,Milton 61,13,3,15,3,2,0,9,94,7.401315789473683,32.37410071942446
dupage,Milton 62,22,28,28,0,7,4,26,71,20.572450805008945,61.82795698924731
dupage,Milton 63,15,10,33,3,7,3,7,94,10.729023383768913,45.348837209302324
dupage,Downers Grove 49,22,8,85,3,13,1,15,87,17.94871794871795,62.82051282051282
dupage,Winfield 7,18,4,30,2,6,1,32,126,11.495673671199011,42.465753424657535
mchenry,Algonquin 46,50,27,28,8,4,4,25,105,13.272727272727272,58.16733067729084
mchenry,Algonquin 47,60,22,39,3,4,13,25,109,13.354786806114241,60.36363636363637
mchenry,Algonquin 44,38,11,20,3,0,4,8,60,10.76923076923077,58.333333333333336
mchenry,Algonquin 45,35,16,31,3,1,3,18,110,11.630434782608695,49.30875576036866
mchenry,Algonquin 42,53,11,50,6,6,6,13,117,11.973575557390587,55.343511450381676
mchenry,Algonquin 43,45,20,29,8,4,3,8,102,9.80720871751886,53.42465753424658
mchenry,Algonquin 40,38,17,27,2,2,1,12,53,13.288590604026846,65.13157894736842
mchenry,Algonquin 41,56,23,44,0,8,9,14,111,11.827956989247312,58.11320754716981
mchenry,Algonquin 60,36,5,13,4,1,5,2,35,14.316702819956618,65.34653465346535
mchenry,Algonquin 61,15,15,16,3,1,1,7,62,8.146067415730338,48.333333333333336
mchenry,Algonquin 62,40,12,45,1,3,5,15,107,10.72695035460993,53.07017543859649
mchenry,Algonquin 63,57,9,56,2,6,6,19,119,11.008522727272728,56.56934306569343
mchenry,Algonquin 64,29,9,16,2,3,1,8,50,9.72818311874106,57.6271186440678
mchenry,Algonquin 65,52,14,21,2,1,4,18,135,8.217168011738812,45.34412955465587
mchenry,Algonquin 48,64,14,43,4,4,8,16,117,12.644628099173556,56.666666666666664
mchenry,Algonquin 49,24,6,22,4,2,3,5,80,8.25,45.20547945205479
mchenry,Algonquin 24,28,27,20,7,2,1,7,70,9.913793103448276,56.79012345679012
mchenry,Algonquin 25,31,14,23,3,3,5,8,64,15.156794425087108,57.615894039735096
mchenry,Algonquin 26,22,19,19,1,2,3,10,46,10.998552821997105,62.295081967213115
mchenry,Algonquin 27,22,30,20,4,2,3,9,57,10.588235294117647,61.224489795918366
mchenry,Algonquin 20,18,4,24,5,4,2,5,38,13.41991341991342,62.0
mchenry,Algonquin 21,41,10,28,5,5,4,6,70,10.3125,58.57988165680473
mchenry,Algonquin 22,28,13,16,3,3,1,2,46,10.909090909090908,58.92857142857143
mchenry,Algonquin 23,60,19,37,5,2,6,13,124,14.489795918367346,53.383458646616546
mchenry,Algonquin 55,43,21,36,5,6,3,19,103,11.223628691983123,56.355932203389834
mchenry,Algonquin 28,33,21,34,6,2,5,11,93,11.155378486055776,54.63414634146342
mchenry,Algonquin 29,19,14,12,7,3,5,6,53,12.110091743119266,55.46218487394958
mchenry,Algonquin 54,30,9,21,1,3,12,12,108,8.738828202581926,44.89795918367347
mchenry,Algonquin 68,38,12,35,5,3,8,11,125,7.59322033898305,47.257383966244724
mchenry,Algonquin 1,29,11,23,2,1,4,10,49,12.658227848101266,62.01550387596899
mchenry,Algonquin 59,54,13,32,6,3,7,9,69,8.99854862119013,64.24870466321244
mchenry,Algonquin 3,29,7,27,6,1,5,9,67,11.554332874828061,55.62913907284768
mchenry,Algonquin 2,32,26,53,4,10,8,15,75,17.83132530120482,66.3677130044843
mchenry,Algonquin 5,31,30,43,4,1,9,16,115,11.472602739726028,53.81526104417671
mchenry,Algonquin 4,46,30,34,3,1,9,34,77,15.7,67.09401709401709
mchenry,Algonquin 7,29,5,18,0,1,0,3,67,11.965811965811966,45.52845528455284
mchenry,Algonquin 6,28,16,35,2,5,5,7,77,12.452350698856417,56.00000000000001
mchenry,Algonquin 9,31,24,22,3,5,6,15,85,12.864077669902912,55.497382198952884
mchenry,Algonquin 8,35,15,24,4,3,3,21,71,10.960334029227557,59.65909090909091
mchenry,Algonquin 51,37,30,47,3,7,10,21,153,12.052877138413685,50.324675324675326
mchenry,Algonquin 50,34,17,23,4,1,6,13,91,10.733844468784227,51.85185185185185
mchenry,Algonquin 53,41,8,14,6,2,1,7,42,9.59902794653706,65.28925619834712
mchenry,Algonquin 52,40,20,28,4,4,7,10,57,9.85178727114211,66.47058823529412
mchenry,Algonquin 19,47,12,25,3,2,0,6,71,13.532763532763534,57.22891566265061
mchenry,Algonquin 18,30,7,7,4,2,6,5,71,8.815028901734104,46.21212121212121
mchenry,Algonquin 57,54,18,31,10,7,5,15,91,9.549795361527966,60.60606060606061
mchenry,Algonquin 56,37,4,11,5,1,5,4,52,9.955423476968797,56.30252100840336
mchenry,Algonquin 15,25,14,26,6,2,1,2,64,9.488139825218477,54.285714285714285
mchenry,Algonquin 14,37,8,30,3,5,2,9,101,10.645526613816534,48.205128205128204
mchenry,Algonquin 17,45,13,35,3,4,7,21,156,10.272873194221509,45.07042253521127
mchenry,Algonquin 16,59,7,21,0,0,2,12,126,11.595866819747416,44.49339207048458
mchenry,Algonquin 11,33,20,20,8,2,6,13,88,8.367514356029531,53.68421052631579
mchenry,Algonquin 10,45,21,44,3,4,3,16,78,14.361140443505807,63.55140186915887
mchenry,Algonquin 13,27,16,29,5,3,3,9,70,10.635838150289018,56.79012345679012
mchenry,Algonquin 12,45,22,35,4,4,2,13,90,13.498920086393088,58.139534883720934
mchenry,Algonquin 37,16,7,10,1,0,0,0,15,8.292682926829269,69.38775510204081
mchenry,Algonquin 36,36,16,28,6,4,2,9,124,13.032258064516128,44.888888888888886
mchenry,Algonquin 35,18,22,20,4,4,6,17,94,7.724957555178268,49.18918918918919
mchenry,Algonquin 34,30,20,34,5,3,5,7,62,11.981566820276496,62.65060240963856
mchenry,Algonquin 33,38,11,36,6,3,2,7,100,9.296028880866427,50.73891625615764
mchenry,Algonquin 32,42,7,26,1,2,4,8,78,11.952191235059761,53.57142857142857
mchenry,Algonquin 31,52,16,16,3,6,7,10,93,8.950366151342555,54.187192118226605
mchenry,Algonquin 30,33,18,27,5,3,5,16,124,10.398445092322643,46.320346320346324
mchenry,Algonquin 67,32,19,33,2,0,3,9,91,9.5703125,51.85185185185185
mchenry,Algonquin 39,30,16,23,7,3,6,7,66,9.378185524974516,58.22784810126582
mchenry,Algonquin 38,37,17,34,5,2,2,13,86,12.20865704772475,56.12244897959183
mchenry,Algonquin 58,45,11,27,5,2,0,10,88,9.30232558139535,53.191489361702125
mchenry,Algonquin 66,29,14,40,4,1,7,6,60,13.289473684210526,62.732919254658384
